Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,1,0,agent0,0,1,0,east,ExploringNormLearningAgent0,4,1,0,north
0,1,1,agent0,1,1,0,east,ExploringNormLearningAgent0,4,2,0,west
0,1,2,agent0,2,1,0,east,ExploringNormLearningAgent0,3,2,0,west
0,1,3,agent0,3,1,0,east,ExploringNormLearningAgent0,2,2,0,south
0,1,4,agent0,4,1,0,null,ExploringNormLearningAgent0,2,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,2,0,agent0,0,1,0,east,ExploringNormLearningAgent0,4,1,0,east
0,2,1,agent0,1,1,0,east,ExploringNormLearningAgent0,4,1,0,noop
0,2,2,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,3,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,4,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,5,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,6,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,7,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,8,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,9,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,10,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,11,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,12,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,13,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,14,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,15,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,16,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,17,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
0,2,18,agent0,2,1,0,east,ExploringNormLearningAgent0,4,1,0,west
