Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,1,0,agent0,0,1,0,east,ForeverNormLearningAgent0,4,1,0,noop
0,1,1,agent0,1,1,0,east,ForeverNormLearningAgent0,4,1,0,noop
0,1,2,agent0,2,1,0,east,ForeverNormLearningAgent0,4,1,0,west
0,1,3,agent0,2,1,0,north,ForeverNormLearningAgent0,4,1,0,west
0,1,4,agent0,2,2,0,east,ForeverNormLearningAgent0,3,1,0,west
0,1,5,agent0,3,2,0,east,ForeverNormLearningAgent0,2,1,0,west
0,1,6,agent0,4,2,0,south,ForeverNormLearningAgent0,1,1,0,west
0,1,7,agent0,4,1,0,null,ForeverNormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,2,0,agent0,0,1,0,north,ForeverNormLearningAgent0,4,1,0,noop
0,2,1,agent0,0,2,0,east,ForeverNormLearningAgent0,4,1,0,west
0,2,2,agent0,1,2,0,east,ForeverNormLearningAgent0,3,1,0,west
0,2,3,agent0,2,2,0,east,ForeverNormLearningAgent0,2,1,0,west
0,2,4,agent0,3,2,0,east,ForeverNormLearningAgent0,1,1,0,noop
0,2,5,agent0,4,2,0,south,ForeverNormLearningAgent0,1,1,0,west
0,2,6,agent0,4,1,0,null,ForeverNormLearningAgent0,0,1,0,null
